CustomerID,Recency,Monetary,Frequency,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CustomerID
13821.0,145,160.21,56,Low,High,High,"Low, High, High",13821
13822.0,6,120.45,90,High,High,High,"High, High, High",13822
13823.0,19,71.52,29,High,Low,Low,"High, Low, Low",13823
13824.0,33,103.14,40,High,High,High,"High, High, High",13824
13826.0,176,13.7,6,Low,Low,Low,"Low, Low, Low",13826
13827.0,58,186.01,78,Low,High,High,"Low, High, High",13827
13828.0,22,28.0,12,High,Low,Low,"High, Low, Low",13828
13831.0,16,156.51,53,High,High,High,"High, High, High",13831
13832.0,19,6.85,3,High,Low,Low,"High, Low, Low",13832
13833.0,159,62.900000000000006,20,Low,Low,Low,"Low, Low, Low",13833
13835.0,25,107.38,48,High,High,High,"High, High, High",13835
13837.0,212,40.510000000000005,18,Low,Low,Low,"Low, Low, Low",13837
13838.0,6,395.59000000000003,159,High,High,High,"High, High, High",13838
13842.0,59,408.47,166,Low,High,High,"Low, High, High",13842
13844.0,11,40.96,19,High,Low,Low,"High, Low, Low",13844
13845.0,65,13.38,6,Low,Low,Low,"Low, Low, Low",13845
13846.0,25,115.12,47,High,High,High,"High, High, High",13846
13849.0,52,163.07,87,Low,High,High,"Low, High, High",13849
13850.0,129,166.68,87,Low,High,High,"Low, High, High",13850
13851.0,96,141.85,73,Low,High,High,"Low, High, High",13851
13853.0,57,44.32,17,Low,Low,Low,"Low, Low, Low",13853
13854.0,9,177.45,62,High,High,High,"High, High, High",13854
13856.0,169,11.9,10,Low,Low,Low,"Low, Low, Low",13856
13858.0,57,30.94,9,Low,Low,Low,"Low, Low, Low",13858
13859.0,326,62.410000000000004,26,Low,Low,Low,"Low, Low, Low",13859
13860.0,1,179.42000000000002,67,High,High,High,"High, High, High",13860
13862.0,18,218.34,136,High,High,High,"High, High, High",13862
13863.0,248,31.48,18,Low,Low,Low,"Low, Low, Low",13863
13865.0,58,78.82000000000001,27,Low,Low,Low,"Low, Low, Low",13865
13866.0,74,23.630000000000003,7,Low,Low,Low,"Low, Low, Low",13866
13867.0,31,118.24,48,High,High,High,"High, High, High",13867
13868.0,39,38.31,29,High,Low,Low,"High, Low, Low",13868
13869.0,123,555.94,267,Low,High,High,"Low, High, High",13869
13870.0,2,227.79,94,High,High,High,"High, High, High",13870
13871.0,23,717.33,272,High,High,High,"High, High, High",13871
13873.0,120,66.87,19,Low,Low,Low,"Low, Low, Low",13873
13874.0,358,38.1,14,Low,Low,Low,"Low, Low, Low",13874
13875.0,54,146.02,96,Low,High,High,"Low, High, High",13875
13876.0,64,23.85,6,Low,Low,Low,"Low, Low, Low",13876
13877.0,86,1.45,1,Low,Low,Low,"Low, Low, Low",13877
13878.0,55,94.61,28,Low,Low,High,"Low, Low, High",13878
13880.0,21,315.34000000000003,152,High,High,High,"High, High, High",13880
13881.0,18,229.95000000000002,69,High,High,High,"High, High, High",13881
13882.0,3,95.71000000000001,45,High,High,High,"High, High, High",13882
13883.0,11,296.2,123,High,High,High,"High, High, High",13883
13884.0,7,169.70000000000002,54,High,High,High,"High, High, High",13884
13885.0,189,73.3,24,Low,Low,Low,"Low, Low, Low",13885
13886.0,71,35.88,14,Low,Low,Low,"Low, Low, Low",13886
13887.0,204,45.43,16,Low,Low,Low,"Low, Low, Low",13887
13888.0,120,102.42,34,Low,Low,High,"Low, Low, High",13888
13889.0,93,57.5,15,Low,Low,Low,"Low, Low, Low",13889
13890.0,1,337.57,106,High,High,High,"High, High, High",13890
13892.0,27,27.57,21,High,Low,Low,"High, Low, Low",13892
13893.0,298,39.95,9,Low,Low,Low,"Low, Low, Low",13893
13894.0,24,57.050000000000004,24,High,Low,Low,"High, Low, Low",13894
13895.0,28,289.01,108,High,High,High,"High, High, High",13895
13897.0,50,33.11,17,High,Low,Low,"High, Low, Low",13897
13898.0,326,22.87,11,Low,Low,Low,"Low, Low, Low",13898
13899.0,16,44.84,18,High,Low,Low,"High, Low, Low",13899
13900.0,193,70.74,36,Low,Low,Low,"Low, Low, Low",13900
13901.0,72,341.75,127,Low,High,High,"Low, High, High",13901
13904.0,37,34.42,26,High,Low,Low,"High, Low, Low",13904
13908.0,80,250.45,111,Low,High,High,"Low, High, High",13908
13911.0,144,238.96,123,Low,High,High,"Low, High, High",13911
13914.0,12,71.53,31,High,Low,Low,"High, Low, Low",13914
13917.0,50,26.45,17,High,Low,Low,"High, Low, Low",13917
13918.0,50,48.9,24,High,Low,Low,"High, Low, Low",13918
13919.0,59,26.46,25,Low,Low,Low,"Low, Low, Low",13919
13922.0,352,11.8,4,Low,Low,Low,"Low, Low, Low",13922
13923.0,54,42.74,18,Low,Low,Low,"Low, Low, Low",13923
13924.0,2,216.34,100,High,High,High,"High, High, High",13924
13925.0,93,53.510000000000005,27,Low,Low,Low,"Low, Low, Low",13925
13926.0,23,15.020000000000001,8,High,Low,Low,"High, Low, Low",13926
13927.0,75,56.61,21,Low,Low,Low,"Low, Low, Low",13927
13928.0,11,91.67,21,High,Low,High,"High, Low, High",13928
13929.0,169,27.75,7,Low,Low,Low,"Low, Low, Low",13929
13930.0,58,27.89,17,Low,Low,Low,"Low, Low, Low",13930
13931.0,96,109.62,56,Low,High,High,"Low, High, High",13931
13932.0,295,36.5,10,Low,Low,Low,"Low, Low, Low",13932
13933.0,109,71.64,22,Low,Low,Low,"Low, Low, Low",13933
13934.0,264,67.6,28,Low,Low,Low,"Low, Low, Low",13934
13936.0,180,39.9,25,Low,Low,Low,"Low, Low, Low",13936
13937.0,169,14.4,8,Low,Low,Low,"Low, Low, Low",13937
13938.0,35,7.09,7,High,Low,Low,"High, Low, Low",13938
13939.0,23,38.67,38,High,High,Low,"High, High, Low",13939
13940.0,17,86.64,39,High,High,High,"High, High, High",13940
13941.0,22,86.12,24,High,Low,High,"High, Low, High",13941
13946.0,79,8.81,5,Low,Low,Low,"Low, Low, Low",13946
13947.0,65,14.65,5,Low,Low,Low,"Low, Low, Low",13947
13948.0,361,3.9,2,Low,Low,Low,"Low, Low, Low",13948
13949.0,3,227.18,151,High,High,High,"High, High, High",13949
13950.0,11,53.24,25,High,Low,Low,"High, Low, Low",13950
13951.0,176,80.13,32,Low,Low,Low,"Low, Low, Low",13951
13952.0,218,277.341,106,Low,High,High,"Low, High, High",13952
13953.0,7,37.11,13,High,Low,Low,"High, Low, Low",13953
13954.0,2,53.27,19,High,Low,Low,"High, Low, Low",13954
13955.0,154,54.13,29,Low,Low,Low,"Low, Low, Low",13955
13956.0,5,309.34000000000003,130,High,High,High,"High, High, High",13956
13959.0,79,168.31,88,Low,High,High,"Low, High, High",13959
13960.0,21,25.26,12,High,Low,Low,"High, Low, Low",13960
13962.0,22,8.66,6,High,Low,Low,"High, Low, Low",13962
13963.0,308,62.67,27,Low,Low,Low,"Low, Low, Low",13963
13967.0,146,5.95,1,Low,Low,Low,"Low, Low, Low",13967
13969.0,7,1219.8,559,High,High,High,"High, High, High",13969
13971.0,19,281.15000000000003,137,High,High,High,"High, High, High",13971
13972.0,71,30.240000000000002,14,Low,Low,Low,"Low, Low, Low",13972
13973.0,287,22.87,9,Low,Low,Low,"Low, Low, Low",13973
13974.0,49,61.51,28,High,Low,Low,"High, Low, Low",13974
13975.0,31,643.62,324,High,High,High,"High, High, High",13975
13976.0,207,19.39,7,Low,Low,Low,"Low, Low, Low",13976
13978.0,15,16.87,11,High,Low,Low,"High, Low, Low",13978
13979.0,73,98.94,54,Low,High,High,"Low, High, High",13979
13980.0,60,20.32,8,Low,Low,Low,"Low, Low, Low",13980
13982.0,39,220.23,102,High,High,High,"High, High, High",13982
13983.0,40,156.62,92,High,High,High,"High, High, High",13983
13984.0,27,28.130000000000003,12,High,Low,Low,"High, Low, Low",13984
13985.0,4,811.24,346,High,High,High,"High, High, High",13985
13986.0,17,22.94,10,High,Low,Low,"High, Low, Low",13986
13988.0,20,356.93,193,High,High,High,"High, High, High",13988
13989.0,66,60.79,29,Low,Low,Low,"Low, Low, Low",13989
13990.0,213,42.17,15,Low,Low,Low,"Low, Low, Low",13990
13991.0,12,122.64,77,High,High,High,"High, High, High",13991
13992.0,30,5.85,5,High,Low,Low,"High, Low, Low",13992
13993.0,43,261.02,80,High,High,High,"High, High, High",13993
13994.0,4,451.53000000000003,141,High,High,High,"High, High, High",13994
13995.0,15,149.22,81,High,High,High,"High, High, High",13995
13999.0,10,391.65,194,High,High,High,"High, High, High",13999
14000.0,211,24.5,8,Low,Low,Low,"Low, Low, Low",14000
14001.0,46,77.17,26,High,Low,Low,"High, Low, Low",14001
14002.0,134,42.59,35,Low,Low,Low,"Low, Low, Low",14002
14004.0,43,256.38,133,High,High,High,"High, High, High",14004
14005.0,10,89.46,61,High,High,High,"High, High, High",14005
14006.0,116,50.15,25,Low,Low,Low,"Low, Low, Low",14006
14009.0,198,94.13,39,Low,High,High,"Low, High, High",14009
14012.0,278,31.15,11,Low,Low,Low,"Low, Low, Low",14012
14013.0,110,46.2,32,Low,Low,Low,"Low, Low, Low",14013
14014.0,77,17.87,27,Low,Low,Low,"Low, Low, Low",14014
14015.0,53,53.88,15,Low,Low,Low,"Low, Low, Low",14015
14016.0,162,326.31,132,Low,High,High,"Low, High, High",14016
14019.0,47,115.97,58,High,High,High,"High, High, High",14019
14020.0,17,72.82000000000001,34,High,Low,Low,"High, Low, Low",14020
14021.0,155,66.4,19,Low,Low,Low,"Low, Low, Low",14021
14022.0,225,35.12,25,Low,Low,Low,"Low, Low, Low",14022
14023.0,7,78.4,29,High,Low,Low,"High, Low, Low",14023
14024.0,122,38.22,14,Low,Low,Low,"Low, Low, Low",14024
14027.0,61,12.86,6,Low,Low,Low,"Low, Low, Low",14027
14029.0,63,38.74,12,Low,Low,Low,"Low, Low, Low",14029
14030.0,18,419.59000000000003,220,High,High,High,"High, High, High",14030
14031.0,7,574.64,168,High,High,High,"High, High, High",14031
14032.0,2,220.07,118,High,High,High,"High, High, High",14032
14034.0,22,137.45,79,High,High,High,"High, High, High",14034
14035.0,29,122.68,55,High,High,High,"High, High, High",14035
14036.0,285,75.03,28,Low,Low,Low,"Low, Low, Low",14036
14037.0,176,88.95,27,Low,Low,High,"Low, Low, High",14037
14038.0,78,176.43,92,Low,High,High,"Low, High, High",14038
14039.0,33,10.75,5,High,Low,Low,"High, Low, Low",14039
14040.0,41,449.3,174,High,High,High,"High, High, High",14040
14041.0,266,39.29,21,Low,Low,Low,"Low, Low, Low",14041
14044.0,27,421.93,202,High,High,High,"High, High, High",14044
14046.0,284,5.72,9,Low,Low,Low,"Low, Low, Low",14046
14047.0,9,60.400000000000006,18,High,Low,Low,"High, Low, Low",14047
14048.0,305,185.86,84,Low,High,High,"Low, High, High",14048
14049.0,17,895.26,446,High,High,High,"High, High, High",14049
14050.0,32,83.09,54,High,High,High,"High, High, High",14050
14051.0,1,702.91,169,High,High,High,"High, High, High",14051
14052.0,20,118.2,51,High,High,High,"High, High, High",14052
14053.0,160,3.2,2,Low,Low,Low,"Low, Low, Low",14053
14054.0,65,9.08,6,Low,Low,Low,"Low, Low, Low",14054
14055.0,106,18.48,6,Low,Low,Low,"Low, Low, Low",14055
14056.0,1,2032.59,974,High,High,High,"High, High, High",14056
14057.0,24,392.4,237,High,High,High,"High, High, High",14057
14059.0,267,17.65,7,Low,Low,Low,"Low, Low, Low",14059
14060.0,5,193.92,143,High,High,High,"High, High, High",14060
14062.0,10,169.02,53,High,High,High,"High, High, High",14062
14064.0,29,113.67,74,High,High,High,"High, High, High",14064
14066.0,267,17.8,6,Low,Low,Low,"Low, Low, Low",14066
14067.0,64,104.1,45,Low,High,High,"Low, High, High",14067
14068.0,320,81.2,22,Low,Low,High,"Low, Low, High",14068
14071.0,4,442.76,289,High,High,High,"High, High, High",14071
14073.0,32,27.84,13,High,Low,Low,"High, Low, Low",14073
14075.0,5,58.78,38,High,High,Low,"High, High, Low",14075
14076.0,129,75.47,45,Low,High,Low,"Low, High, Low",14076
14077.0,41,75.48,37,High,High,Low,"High, High, Low",14077
14078.0,102,145.88,62,Low,High,High,"Low, High, High",14078
14079.0,125,11.31,8,Low,Low,Low,"Low, Low, Low",14079
14080.0,33,3.8,4,High,Low,Low,"High, Low, Low",14080
14081.0,302,298.85,135,Low,High,High,"Low, High, High",14081
14082.0,365,58.49,26,Low,Low,Low,"Low, Low, Low",14082
14083.0,4,381.06,166,High,High,High,"High, High, High",14083
14085.0,2,865.33,420,High,High,High,"High, High, High",14085
14087.0,3,97.82,68,High,High,High,"High, High, High",14087
14088.0,10,1276.03,293,High,High,High,"High, High, High",14088
14089.0,57,22.0,12,Low,Low,Low,"Low, Low, Low",14089
14092.0,8,492.61,201,High,High,High,"High, High, High",14092
14093.0,12,155.81,103,High,High,High,"High, High, High",14093
14096.0,4,13285.74,4415,High,High,High,"High, High, High",14096
14098.0,37,35.8,21,High,Low,Low,"High, Low, Low",14098
14099.0,16,527.8,230,High,High,High,"High, High, High",14099
14100.0,138,64.25,23,Low,Low,Low,"Low, Low, Low",14100
14101.0,295,2.95,2,Low,Low,Low,"Low, Low, Low",14101
14102.0,5,120.23,67,High,High,High,"High, High, High",14102
14104.0,166,37.06,17,Low,Low,Low,"Low, Low, Low",14104
14105.0,239,138.62,65,Low,High,High,"Low, High, High",14105
14107.0,52,258.45,111,Low,High,High,"Low, High, High",14107
14108.0,31,70.07,31,High,Low,Low,"High, Low, Low",14108
14109.0,73,22.2,9,Low,Low,Low,"Low, Low, Low",14109
14110.0,37,293.73,136,High,High,High,"High, High, High",14110
14111.0,96,10.95,3,Low,Low,Low,"Low, Low, Low",14111
14112.0,23,301.26,145,High,High,High,"High, High, High",14112
14113.0,4,55.160000000000004,28,High,Low,Low,"High, Low, Low",14113
14114.0,331,28.89,11,Low,Low,Low,"Low, Low, Low",14114
14116.0,20,171.34,64,High,High,High,"High, High, High",14116
14117.0,144,3.75,3,Low,Low,Low,"Low, Low, Low",14117
14121.0,4,258.87,140,High,High,High,"High, High, High",14121
14125.0,11,319.49,149,High,High,High,"High, High, High",14125
14126.0,11,25.85,9,High,Low,Low,"High, Low, Low",14126
14127.0,123,70.87,31,Low,Low,Low,"Low, Low, Low",14127
14128.0,61,74.67,45,Low,High,Low,"Low, High, Low",14128
14129.0,2,140.89000000000001,50,High,High,High,"High, High, High",14129
14130.0,319,127.38,59,Low,High,High,"Low, High, High",14130
14132.0,2,301.25,171,High,High,High,"High, High, High",14132
14133.0,130,49.559999999999995,24,Low,Low,Low,"Low, Low, Low",14133
14135.0,2,280.5,109,High,High,High,"High, High, High",14135
14138.0,2,108.65,47,High,High,High,"High, High, High",14138
14139.0,46,23.74,21,High,Low,Low,"High, Low, Low",14139
14140.0,4,107.44,64,High,High,High,"High, High, High",14140
14141.0,3,128.03,39,High,High,High,"High, High, High",14141
14142.0,373,30.03,19,Low,Low,Low,"Low, Low, Low",14142
14143.0,134,12.9,4,Low,Low,Low,"Low, Low, Low",14143
14146.0,9,361.97,189,High,High,High,"High, High, High",14146
14147.0,78,3.2,2,Low,Low,Low,"Low, Low, Low",14147
14148.0,234,9.9,2,Low,Low,Low,"Low, Low, Low",14148
14149.0,221,70.41,27,Low,Low,Low,"Low, Low, Low",14149
14150.0,36,41.839999999999996,24,High,Low,Low,"High, Low, Low",14150
14152.0,75,55.64,48,Low,High,Low,"Low, High, Low",14152
14154.0,239,92.54,40,Low,High,High,"Low, High, High",14154
14155.0,266,32.7,6,Low,Low,Low,"Low, Low, Low",14155
14156.0,10,2247.1,828,High,High,High,"High, High, High",14156
14157.0,20,105.06,47,High,High,High,"High, High, High",14157
14158.0,40,34.22,36,High,Low,Low,"High, Low, Low",14158
14159.0,20,1694.52,1188,High,High,High,"High, High, High",14159
14161.0,216,242.53,98,Low,High,High,"Low, High, High",14161
14162.0,174,67.18,21,Low,Low,Low,"Low, Low, Low",14162
14163.0,87,116.18,31,Low,Low,High,"Low, Low, High",14163
14164.0,81,26.15,17,Low,Low,Low,"Low, Low, Low",14164
14165.0,276,51.19,22,Low,Low,Low,"Low, Low, Low",14165
14167.0,39,173.77,47,High,High,High,"High, High, High",14167
14171.0,98,134.76,55,Low,High,High,"Low, High, High",14171
14173.0,11,60.88,23,High,Low,Low,"High, Low, Low",14173
14174.0,33,40.42,25,High,Low,Low,"High, Low, Low",14174
14175.0,60,264.95,121,Low,High,High,"Low, High, High",14175
14176.0,297,80.95,28,Low,Low,High,"Low, Low, High",14176
14177.0,86,93.32000000000001,32,Low,Low,High,"Low, Low, High",14177
14178.0,9,473.85,314,High,High,High,"High, High, High",14178
14179.0,41,348.84000000000003,152,High,High,High,"High, High, High",14179
14180.0,11,456.99,101,High,High,High,"High, High, High",14180
14184.0,67,44.59,15,Low,Low,Low,"Low, Low, Low",14184
14185.0,331,4.25,1,Low,Low,Low,"Low, Low, Low",14185
14188.0,31,104.44,59,High,High,High,"High, High, High",14188
14189.0,2,409.88,229,High,High,High,"High, High, High",14189
14191.0,2,452.92,239,High,High,High,"High, High, High",14191
14193.0,68,96.37,38,Low,High,High,"Low, High, High",14193
14194.0,5,1325.54,501,High,High,High,"High, High, High",14194
14196.0,107,5.99,3,Low,Low,Low,"Low, Low, Low",14196
14198.0,18,98.44,30,High,Low,High,"High, Low, High",14198
14199.0,218,0.85,1,Low,Low,Low,"Low, Low, Low",14199
14201.0,60,71.61,30,Low,Low,Low,"Low, Low, Low",14201
14204.0,2,83.37,42,High,High,High,"High, High, High",14204
14205.0,17,35.53,16,High,Low,Low,"High, Low, Low",14205
14206.0,239,23.19,19,Low,Low,Low,"Low, Low, Low",14206
14208.0,95,9.97,7,Low,Low,Low,"Low, Low, Low",14208
14209.0,11,205.45000000000002,58,High,High,High,"High, High, High",14209
14210.0,106,262.90000000000003,88,Low,High,High,"Low, High, High",14210
14211.0,53,222.43,98,Low,High,High,"Low, High, High",14211
14214.0,31,126.94,64,High,High,High,"High, High, High",14214
14215.0,12,199.76,101,High,High,High,"High, High, High",14215
14216.0,3,118.97,44,High,High,High,"High, High, High",14216
14217.0,2,220.4,64,High,High,High,"High, High, High",14217
14218.0,43,17.28,12,High,Low,Low,"High, Low, Low",14218
14219.0,4,7.77,6,High,Low,Low,"High, Low, Low",14219
14220.0,247,69.63,20,Low,Low,Low,"Low, Low, Low",14220
14221.0,42,335.87,164,High,High,High,"High, High, High",14221
14222.0,177,57.91,37,Low,High,Low,"Low, High, Low",14222
14223.0,92,106.10000000000001,45,Low,High,High,"Low, High, High",14223
14224.0,110,221.78,97,Low,High,High,"Low, High, High",14224
14226.0,30,120.63,54,High,High,High,"High, High, High",14226
14227.0,26,300.28000000000003,151,High,High,High,"High, High, High",14227
14229.0,52,68.26,30,Low,Low,Low,"Low, Low, Low",14229
14231.0,184,110.88,46,Low,High,High,"Low, High, High",14231
14232.0,43,172.77,96,High,High,High,"High, High, High",14232
14233.0,49,87.83,31,High,Low,High,"High, Low, High",14233
14234.0,22,252.01,155,High,High,High,"High, High, High",14234
14235.0,75,119.71000000000001,59,Low,High,High,"Low, High, High",14235
14236.0,81,17.79,12,Low,Low,Low,"Low, Low, Low",14236
14237.0,373,15.950000000000001,5,Low,Low,Low,"Low, Low, Low",14237
14238.0,326,7.7,6,Low,Low,Low,"Low, Low, Low",14238
14239.0,43,249.35,95,High,High,High,"High, High, High",14239
14240.0,30,87.77,36,High,High,High,"High, High, High",14240
14241.0,184,19.55,10,Low,Low,Low,"Low, Low, Low",14241
14242.0,235,28.88,13,Low,Low,Low,"Low, Low, Low",14242
14243.0,9,363.94,118,High,High,High,"High, High, High",14243
14245.0,220,219.38,96,Low,High,High,"Low, High, High",14245
14246.0,111,173.87,67,Low,High,High,"Low, High, High",14246
14247.0,278,45.59,17,Low,Low,Low,"Low, Low, Low",14247
14248.0,318,15.92,7,Low,Low,Low,"Low, Low, Low",14248
14250.0,7,242.29,106,High,High,High,"High, High, High",14250
14251.0,2,139.03,66,High,High,High,"High, High, High",14251
14256.0,260,113.2,42,Low,High,High,"Low, High, High",14256
14257.0,64,208.34,95,Low,High,High,"Low, High, High",14257
14258.0,9,186.73,36,High,High,High,"High, High, High",14258
14259.0,142,6.199999999999999,4,Low,Low,Low,"Low, Low, Low",14259
14261.0,79,80.45,32,Low,Low,High,"Low, Low, High",14261
14262.0,8,283.73,138,High,High,High,"High, High, High",14262
14264.0,155,27.89,7,Low,Low,Low,"Low, Low, Low",14264
14267.0,163,104.76,42,Low,High,High,"Low, High, High",14267
14270.0,332,65.0,22,Low,Low,Low,"Low, Low, Low",14270
14271.0,226,14.96,9,Low,Low,Low,"Low, Low, Low",14271
14272.0,74,32.9,26,Low,Low,Low,"Low, Low, Low",14272
14273.0,51,72.06,29,High,Low,Low,"High, Low, Low",14273
14276.0,99,111.39,61,Low,High,High,"Low, High, High",14276
14277.0,15,492.43,185,High,High,High,"High, High, High",14277
14280.0,197,17.17,6,Low,Low,Low,"Low, Low, Low",14280
14282.0,3,228.2,137,High,High,High,"High, High, High",14282
14284.0,31,110.9,28,High,Low,High,"High, Low, High",14284
14285.0,21,40.71,13,High,Low,Low,"High, Low, Low",14285
14286.0,24,372.09,259,High,High,High,"High, High, High",14286
14287.0,8,17.1,8,High,Low,Low,"High, Low, Low",14287
14288.0,213,33.9,14,Low,Low,Low,"Low, Low, Low",14288
14289.0,9,65.58,25,High,Low,Low,"High, Low, Low",14289
14290.0,11,275.91,94,High,High,High,"High, High, High",14290
14291.0,2,410.26,213,High,High,High,"High, High, High",14291
14292.0,8,177.73,80,High,High,High,"High, High, High",14292
14293.0,3,102.79,57,High,High,High,"High, High, High",14293
14295.0,40,9.65,5,High,Low,Low,"High, Low, Low",14295
14297.0,18,122.74,56,High,High,High,"High, High, High",14297
14298.0,8,1672.86,1011,High,High,High,"High, High, High",14298
14299.0,8,244.02,116,High,High,High,"High, High, High",14299
14300.0,19,4.1499999999999995,3,High,Low,Low,"High, Low, Low",14300
14301.0,117,7.35,5,Low,Low,Low,"Low, Low, Low",14301
14304.0,223,27.35,11,Low,Low,Low,"Low, Low, Low",14304
14305.0,71,215.69,102,Low,High,High,"Low, High, High",14305
14306.0,51,46.48,18,High,Low,Low,"High, Low, Low",14306
14307.0,89,354.94,166,Low,High,High,"Low, High, High",14307
14309.0,8,213.42000000000002,106,High,High,High,"High, High, High",14309
14311.0,243,32.44,13,Low,Low,Low,"Low, Low, Low",14311
14312.0,47,166.21,71,High,High,High,"High, High, High",14312
14314.0,107,4.87,5,Low,Low,Low,"Low, Low, Low",14314
14315.0,45,200.61,84,High,High,High,"High, High, High",14315
14317.0,65,36.84,20,Low,Low,Low,"Low, Low, Low",14317
14320.0,207,50.74,30,Low,Low,Low,"Low, Low, Low",14320
14321.0,11,103.81,97,High,High,High,"High, High, High",14321
14323.0,115,64.17,32,Low,Low,Low,"Low, Low, Low",14323
14326.0,242,21.150000000000002,7,Low,Low,Low,"Low, Low, Low",14326
14327.0,163,31.05,12,Low,Low,Low,"Low, Low, Low",14327
14329.0,17,459.66,226,High,High,High,"High, High, High",14329
14331.0,124,59.59,25,Low,Low,Low,"Low, Low, Low",14331
14332.0,23,47.5,21,High,Low,Low,"High, Low, Low",14332
14333.0,68,49.95,9,Low,Low,Low,"Low, Low, Low",14333
14334.0,17,223.63,123,High,High,High,"High, High, High",14334
14335.0,16,126.82,60,High,High,High,"High, High, High",14335
14336.0,17,129.59,73,High,High,High,"High, High, High",14336
14338.0,196,60.82,25,Low,Low,Low,"Low, Low, Low",14338
14339.0,243,28.46,14,Low,Low,Low,"Low, Low, Low",14339
14340.0,219,17.6,6,Low,Low,Low,"Low, Low, Low",14340
14341.0,45,247.48,116,High,High,High,"High, High, High",14341
14342.0,21,36.07,17,High,Low,Low,"High, Low, Low",14342
14344.0,127,142.12,58,Low,High,High,"Low, High, High",14344
14345.0,39,20.94,6,High,Low,Low,"High, Low, Low",14345
14346.0,121,124.92,51,Low,High,High,"Low, High, High",14346
14348.0,260,35.72,16,Low,Low,Low,"Low, Low, Low",14348
14349.0,10,63.4,30,High,Low,Low,"High, Low, Low",14349
14350.0,274,41.16,18,Low,Low,Low,"Low, Low, Low",14350
14351.0,165,4.25,1,Low,Low,Low,"Low, Low, Low",14351
14352.0,157,75.2,36,Low,High,Low,"Low, High, Low",14352
14353.0,215,8.2,6,Low,Low,Low,"Low, Low, Low",14353
14354.0,6,10.75,8,High,Low,Low,"High, Low, Low",14354
14355.0,366,23.4,10,Low,Low,Low,"Low, Low, Low",14355
14356.0,80,78.44,29,Low,Low,Low,"Low, Low, Low",14356
14357.0,43,70.01,40,High,High,Low,"High, High, Low",14357
14359.0,19,138.1,48,High,High,High,"High, High, High",14359
14360.0,32,225.70000000000002,107,High,High,High,"High, High, High",14360
14362.0,22,82.72,40,High,High,High,"High, High, High",14362
14364.0,109,107.22,45,Low,High,High,"Low, High, High",14364
14367.0,8,1079.1100000000001,449,High,High,High,"High, High, High",14367
14368.0,320,24.1,6,Low,Low,Low,"Low, Low, Low",14368
14371.0,295,15.1,4,Low,Low,Low,"Low, Low, Low",14371
14373.0,358,0.85,1,Low,Low,Low,"Low, Low, Low",14373
14375.0,185,125.02,73,Low,High,High,"Low, High, High",14375
14377.0,191,13.15,3,Low,Low,Low,"Low, Low, Low",14377
14379.0,44,91.49,45,High,High,High,"High, High, High",14379
14381.0,52,91.16,56,Low,High,High,"Low, High, High",14381
14382.0,26,192.79,121,High,High,High,"High, High, High",14382
14383.0,38,112.16,48,High,High,High,"High, High, High",14383
14385.0,9,22.630000000000003,14,High,Low,Low,"High, Low, Low",14385
14386.0,297,10.75,5,Low,Low,Low,"Low, Low, Low",14386
14387.0,33,340.5,126,High,High,High,"High, High, High",14387
14388.0,10,339.21,166,High,High,High,"High, High, High",14388
14389.0,65,71.31,39,Low,High,Low,"Low, High, Low",14389
14390.0,10,622.0600000000001,250,High,High,High,"High, High, High",14390
14393.0,218,26.950000000000003,5,Low,Low,Low,"Low, Low, Low",14393
14395.0,2,794.02,330,High,High,High,"High, High, High",14395
14396.0,65,154.86,69,Low,High,High,"Low, High, High",14396
14397.0,3,78.66,55,High,High,Low,"High, High, Low",14397
14400.0,149,38.82,21,Low,Low,Low,"Low, Low, Low",14400
14401.0,4,191.54,141,High,High,High,"High, High, High",14401
14403.0,217,22.9,4,Low,Low,Low,"Low, Low, Low",14403
14404.0,34,190.57999999999998,88,High,High,High,"High, High, High",14404
14406.0,119,19.560000000000002,6,Low,Low,Low,"Low, Low, Low",14406
14407.0,107,95.37,51,Low,High,High,"Low, High, High",14407
14408.0,11,151.8,93,High,High,High,"High, High, High",14408
14409.0,71,84.13,43,Low,High,High,"Low, High, High",14409
14410.0,92,339.85,180,Low,High,High,"Low, High, High",14410
14411.0,311,37.25,7,Low,Low,Low,"Low, Low, Low",14411
14412.0,43,55.050000000000004,37,High,High,Low,"High, High, Low",14412
14413.0,362,54.6,22,Low,Low,Low,"Low, Low, Low",14413
14414.0,92,70.26,74,Low,High,Low,"Low, High, Low",14414
14415.0,1,1307.24,538,High,High,High,"High, High, High",14415
14416.0,22,19.78,12,High,Low,Low,"High, Low, Low",14416
14418.0,4,174.54,109,High,High,High,"High, High, High",14418
14419.0,11,490.01,203,High,High,High,"High, High, High",14419
14420.0,99,44.41,29,Low,Low,Low,"Low, Low, Low",14420
14421.0,57,54.4,25,Low,Low,Low,"Low, Low, Low",14421
14422.0,1,426.84000000000003,190,High,High,High,"High, High, High",14422
14423.0,218,0.85,1,Low,Low,Low,"Low, Low, Low",14423
14426.0,24,423.21,185,High,High,High,"High, High, High",14426
14427.0,50,31.68,15,High,Low,Low,"High, Low, Low",14427
14428.0,7,323.05,120,High,High,High,"High, High, High",14428
14431.0,303,37.78,13,Low,Low,Low,"Low, Low, Low",14431
14432.0,10,504.24,374,High,High,High,"High, High, High",14432
